province,sub-province,male,female,total,Oct,Nov,Dec,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,year
อุบลราชธานี,สว่างวีระวงศ์,1.0,4.0,5.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2022
อุบลราชธานี,น้ำขุ่น,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2022
อุบลราชธานี,เมืองอุบลราชธานี,65.0,71.0,136.0,12.0,19.0,21.0,21.0,16.0,12.0,10.0,18.0,26.0,16.0,16.0,12.0,2023
อุบลราชธานี,ศรีเมืองใหม่,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
อุบลราชธานี,โขงเจียม,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
อุบลราชธานี,เขื่องใน,4.0,5.0,9.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,2023
อุบลราชธานี,เขมราฐ,4.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,2023
อุบลราชธานี,เดชอุดม,25.0,28.0,53.0,3.0,4.0,4.0,4.0,9.0,4.0,9.0,2.0,5.0,5.0,4.0,6.0,2023
อุบลราชธานี,นาจะหลวย,8.0,5.0,13.0,1.0,0.0,1.0,3.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,3.0,2023
อุบลราชธานี,น้ำยืน,6.0,3.0,9.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,2023
อุบลราชธานี,บุณฑริก,6.0,2.0,8.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,2023
อุบลราชธานี,ตระการพืชผล,54.0,18.0,72.0,5.0,3.0,10.0,21.0,4.0,3.0,3.0,5.0,9.0,6.0,0.0,9.0,2023
อุบลราชธานี,กุดข้าวปุ้น,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2023
อุบลราชธานี,ม่วงสามสิบ,9.0,25.0,34.0,2.0,2.0,4.0,0.0,2.0,4.0,5.0,2.0,2.0,3.0,1.0,10.0,2023
อุบลราชธานี,วารินชำราบ,38.0,34.0,72.0,4.0,4.0,2.0,2.0,8.0,7.0,11.0,14.0,6.0,11.0,10.0,2.0,2023
อุบลราชธานี,พิบูลมังสาหาร,6.0,6.0,12.0,2.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,2023
อุบลราชธานี,ตาลสุม,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023
อุบลราชธานี,โพธิ์ไทร,4.0,2.0,6.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2023
อุบลราชธานี,สำโรง,3.0,7.0,10.0,1.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,2023
อุบลราชธานี,ดอนมดแดง,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2023
อุบลราชธานี,สิรินธร,3.0,7.0,10.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2023
อุบลราชธานี,ทุ่งศรีอุดม,2.0,2.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2023
อุบลราชธานี,นาเยีย,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
อุบลราชธานี,นาตาล,2.0,3.0,5.0,0.0,1.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2023
อุบลราชธานี,เหล่าเสือโก้ก,4.0,3.0,7.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2023
อุบลราชธานี,สว่างวีระวงศ์,6.0,2.0,8.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2023
อุบลราชธานี,น้ำขุ่น,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2023
อุบลราชธานี,เมืองอุบลราชธานี,67.0,106.0,173.0,23.0,20.0,18.0,22.0,24.0,17.0,29.0,35.0,25.0,16.0,26.0,29.0,2024
อุบลราชธานี,ศรีเมืองใหม่,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2024
อุบลราชธานี,โขงเจียม,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2024
อุบลราชธานี,เขื่องใน,12.0,6.0,18.0,0.0,2.0,2.0,1.0,2.0,5.0,1.0,3.0,5.0,2.0,2.0,1.0,2024
อุบลราชธานี,เขมราฐ,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2024
อุบลราชธานี,เดชอุดม,43.0,35.0,78.0,8.0,9.0,2.0,11.0,10.0,6.0,10.0,6.0,8.0,5.0,4.0,5.0,2024
อุบลราชธานี,นาจะหลวย,6.0,9.0,15.0,0.0,0.0,4.0,2.0,1.0,2.0,4.0,0.0,1.0,1.0,0.0,0.0,2024
อุบลราชธานี,น้ำยืน,5.0,1.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2024
อุบลราชธานี,บุณฑริก,12.0,5.0,17.0,2.0,2.0,3.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,2.0,2.0,2024
อุบลราชธานี,ตระการพืชผล,41.0,26.0,67.0,5.0,4.0,4.0,5.0,2.0,4.0,6.0,9.0,7.0,12.0,2.0,9.0,2024
อุบลราชธานี,กุดข้าวปุ้น,1.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2024
อุบลราชธานี,ม่วงสามสิบ,8.0,29.0,37.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,6.0,4.0,3.0,2024
อุบลราชธานี,วารินชำราบ,36.0,31.0,67.0,8.0,12.0,8.0,11.0,9.0,3.0,11.0,9.0,4.0,3.0,8.0,5.0,2024
อุบลราชธานี,พิบูลมังสาหาร,7.0,6.0,13.0,0.0,0.0,1.0,1.0,4.0,1.0,3.0,1.0,0.0,2.0,0.0,0.0,2024
อุบลราชธานี,ตาลสุม,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2024
อุบลราชธานี,โพธิ์ไทร,3.0,2.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,2024
อุบลราชธานี,สำโรง,9.0,6.0,15.0,2.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,3.0,2.0,0.0,1.0,2024
อุบลราชธานี,ดอนมดแดง,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
อุบลราชธานี,สิรินธร,7.0,3.0,10.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,0.0,2024
อุบลราชธานี,ทุ่งศรีอุดม,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2024
อุบลราชธานี,นาเยีย,4.0,6.0,10.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2024
อุบลราชธานี,นาตาล,4.0,9.0,13.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,2024
อุบลราชธานี,เหล่าเสือโก้ก,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024
อุบลราชธานี,สว่างวีระวงศ์,1.0,3.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2024
อุบลราชธานี,น้ำขุ่น,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2024
อุบลราชธานี,เมืองอุบลราชธานี,12.0,26.0,38.0,31.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
อุบลราชธานี,ศรีเมืองใหม่,,,,,,,,,,,,,,,,2025
อุบลราชธานี,โขงเจียม,,,,,,,,,,,,,,,,2025
อุบลราชธานี,เขื่องใน,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
อุบลราชธานี,เขมราฐ,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
อุบลราชธานี,เดชอุดม,2.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
อุบลราชธานี,นาจะหลวย,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
อุบลราชธานี,น้ำยืน,,,,,,,,,,,,,,,,2025
อุบลราชธานี,บุณฑริก,3.0,1.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
อุบลราชธานี,ตระการพืชผล,6.0,9.0,15.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
อุบลราชธานี,กุดข้าวปุ้น,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
อุบลราชธานี,ม่วงสามสิบ,3.0,4.0,7.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
อุบลราชธานี,วารินชำราบ,6.0,4.0,10.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
อุบลราชธานี,พิบูลมังสาหาร,6.0,4.0,10.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
อุบลราชธานี,ตาลสุม,,,,,,,,,,,,,,,,2025
อุบลราชธานี,โพธิ์ไทร,,,,,,,,,,,,,,,,2025
อุบลราชธานี,สำโรง,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
อุบลราชธานี,ดอนมดแดง,,,,,,,,,,,,,,,,2025
อุบลราชธานี,สิรินธร,2.0,3.0,5.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
อุบลราชธานี,ทุ่งศรีอุดม,,,,,,,,,,,,,,,,2025
อุบลราชธานี,นาเยีย,,,,,,,,,,,,,,,,2025
อุบลราชธานี,นาตาล,,,,,,,,,,,,,,,,2025
อุบลราชธานี,เหล่าเสือโก้ก,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
อุบลราชธานี,สว่างวีระวงศ์,,,,,,,,,,,,,,,,2025
อุบลราชธานี,น้ำขุ่น,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025
